video_id,start_idx,end_idx,action_a,action_b,pattern,duration
P02_06,61,63,pick-up(spoon),wash(spoon),pick-up(spoon) ↔ wash(spoon),3.3200000000000216
P02_06,62,64,wash(spoon),pick-up(spoon),wash(spoon) ↔ pick-up(spoon),3.5200000000000102
P02_06,63,65,pick-up(spoon),wash(spoon),pick-up(spoon) ↔ wash(spoon),3.3799999999999955
P02_06,64,66,wash(spoon),pick-up(spoon),wash(spoon) ↔ pick-up(spoon),3.2299999999999898
P02_06,76,78,rinse(spoon),put(spoon),rinse(spoon) ↔ put(spoon),2.4499999999999886
P02_06,77,79,put(spoon),rinse(spoon),put(spoon) ↔ rinse(spoon),1.950000000000017
P02_06,124,126,empty(sink),empty(water),empty(sink) ↔ empty(water),24.939999999999998
P02_06,167,169,remove(leaf),put(leaf),remove(leaf) ↔ put(leaf),1.740000000000009
P02_06,168,170,put(leaf),remove(leaf),put(leaf) ↔ remove(leaf),2.1499999999999773
P02_06,169,171,remove(leaf),put(leaf),remove(leaf) ↔ put(leaf),2.2100000000000364
P02_06,170,172,put(leaf),remove(leaf),put(leaf) ↔ remove(leaf),1.4800000000000182
P02_06,171,173,remove(leaf),put(leaf),remove(leaf) ↔ put(leaf),1.6299999999999955
P02_06,186,188,pick-up(lettuce),put-on(lettuce),pick-up(lettuce) ↔ put-on(lettuce),2.4500000000000455
P02_06,188,190,pick-up(lettuce),put(lettuce),pick-up(lettuce) ↔ put(lettuce),1.8999999999999773
P02_06,189,191,put(lettuce),pick-up(lettuce),put(lettuce) ↔ pick-up(lettuce),1.5499999999999545
P02_06,198,200,put(tomato),pick-up(tomato),put(tomato) ↔ pick-up(tomato),1.67999999999995
P02_06,199,201,pick-up(tomato),put(tomato),pick-up(tomato) ↔ put(tomato),1.759999999999991
P02_06,225,227,pick-up(cucumber),put(cucumber),pick-up(cucumber) ↔ put(cucumber),2.699999999999932
P02_06,226,228,put(cucumber),pick-up(cucumber),put(cucumber) ↔ pick-up(cucumber),2.990000000000009
P02_06,244,246,turn-on(tap),rinse(corn:sweet),turn-on(tap) ↔ rinse(corn:sweet),6.730000000000018
P02_06,265,267,open(drawer),close(drawer),open(drawer) ↔ close(drawer),1.740000000000009
P02_07,48,50,mix(mayonnaise),hold(plate),mix(mayonnaise) ↔ hold(plate),2.759999999999991
P02_08,13,15,put-on(plate),pick-up(ring:onion),put-on(plate) ↔ pick-up(ring:onion),3.3100000000000023
P02_08,19,21,hold(tray),slide-onto(ring:onion),hold(tray) ↔ slide-onto(ring:onion),7.759999999999998
P02_09,111,113,mix(mixture),remove-from(remainder:mixture),mix(mixture) ↔ remove-from(remainder:mixture),9.600000000000023
P02_09,154,156,get(towel),search(towel),get(towel) ↔ search(towel),2.9300000000000637
P02_09,159,161,cover(bowl),move(yeast),cover(bowl) ↔ move(yeast),1.8600000000000136
P02_09,271,273,stir(onion),hold(pan),stir(onion) ↔ hold(pan),6.220000000000027
P02_09,273,275,stir(onion),open(ventilator),stir(onion) ↔ open(ventilator),28.950000000000045
P02_09,283,285,stir(onion),close(cupboard),stir(onion) ↔ close(cupboard),6.910000000000082
P02_09,285,287,stir(onion),hold(pan),stir(onion) ↔ hold(pan),7.139999999999873
P02_09,290,292,stir(onion),hold(pan),stir(onion) ↔ hold(pan),7.160000000000082
P02_09,297,299,stir(onion),hold(pan),stir(onion) ↔ hold(pan),10.579999999999927
P02_09,307,309,put-in(pan),break-into(meat),put-in(pan) ↔ break-into(meat),12.690000000000055
P02_09,336,338,turn-in(meat),break-in(meat),turn-in(meat) ↔ break-in(meat),31.660000000000082
P02_09,337,339,break-in(meat),turn-in(meat),break-in(meat) ↔ turn-in(meat),22.200000000000045
P02_09,346,348,turn(meat),break(meat),turn(meat) ↔ break(meat),5.460000000000036
P02_09,350,352,turn(meat),break(meat),turn(meat) ↔ break(meat),3.0800000000001546
P02_09,351,353,break(meat),turn(meat),break(meat) ↔ turn(meat),3.4300000000000637
P02_09,352,354,turn(meat),break(meat),turn(meat) ↔ break(meat),14.909999999999854
P02_09,355,357,turn(meat),hold(pan),turn(meat) ↔ hold(pan),2.8200000000001637
P02_09,389,391,hold(glass),stir(stock),hold(glass) ↔ stir(stock),3.980000000000018
P02_09,390,392,stir(stock),hold(glass),stir(stock) ↔ hold(glass),5.569999999999936
P02_09,395,397,stir(stock),carry(glass),stir(stock) ↔ carry(glass),2.990000000000009
P02_09,421,423,put(plate),pick-up(plate),put(plate) ↔ pick-up(plate),7.430000000000064
P02_09,422,424,pick-up(plate),put(plate),pick-up(plate) ↔ put(plate),6.710000000000036
P02_09,423,425,put(plate),pick-up(plate),put(plate) ↔ pick-up(plate),4.679999999999836
P02_09,473,475,pick(spoon),wash(spoon),pick(spoon) ↔ wash(spoon),3.269999999999982
P02_09,474,476,wash(spoon),pick(spoon),wash(spoon) ↔ pick(spoon),3.5
P02_09,475,477,pick(spoon),wash(spoon),pick(spoon) ↔ wash(spoon),3.75
P02_09,476,478,wash(spoon),pick(spoon),wash(spoon) ↔ pick(spoon),3.5700000000001637
P02_101,57,59,pick-up(bread),put-in(bread),pick-up(bread) ↔ put-in(bread),1.8200000000000216
P02_101,58,60,put-in(bread),pick-up(bread),put-in(bread) ↔ pick-up(bread),2.3400000000000034
P02_101,74,76,put-on(jam),scoop(jam),put-on(jam) ↔ scoop(jam),1.7700000000000102
P02_102,23,25,pick-up(bag),put-down(bag),pick-up(bag) ↔ put-down(bag),1.7399999999999949
P02_102,24,26,put-down(bag),pick-up(bag),put-down(bag) ↔ pick-up(bag),1.0799999999999983
P02_102,26,28,put-down(bag),pick-up(box),put-down(bag) ↔ pick-up(box),1.3999999999999986
P02_102,42,44,pick-up(bag),put-down(bag),pick-up(bag) ↔ put-down(bag),1.8400000000000034
P02_102,43,45,put-down(bag),pick-up(bag),put-down(bag) ↔ pick-up(bag),2.260000000000005
P02_102,48,50,pick-up(box),put-down(box:meat),pick-up(box) ↔ put-down(box:meat),2.760000000000005
P02_102,95,97,shake(bottle),hit(bottle),shake(bottle) ↔ hit(bottle),3.9299999999999784
P02_102,96,98,hit(bottle),shake(bottle),hit(bottle) ↔ shake(bottle),8.030000000000001
P02_103,9,11,shake(bottle),put-in(knife),shake(bottle) ↔ put-in(knife),2.1199999999999974
P02_103,11,13,shake(bottle),hit(bottle),shake(bottle) ↔ hit(bottle),9.329999999999998
P02_104,132,134,open(cupboard),move(tray),open(cupboard) ↔ move(tray),5.96999999999997
P02_105,3,5,pick-up(knife),put-down(knife),pick-up(knife) ↔ put-down(knife),2.76
P02_105,79,81,pick-up(knife),sponge(knife),pick-up(knife) ↔ sponge(knife),4.560000000000002
P02_105,80,82,sponge(knife),pick-up(knife),sponge(knife) ↔ pick-up(knife),4.0800000000000125
P02_105,89,91,pick-up(fork),sponge(fork),pick-up(fork) ↔ sponge(fork),2.940000000000026
P02_105,90,92,sponge(fork),pick-up(fork),sponge(fork) ↔ pick-up(fork),3.680000000000007
P02_105,94,96,rinse(fork),put-down(fork),rinse(fork) ↔ put-down(fork),1.3300000000000125
P02_105,95,97,put-down(fork),rinse(fork),put-down(fork) ↔ rinse(fork),1.4099999999999966
P02_105,126,128,pick-up(spoon:wooden),sponge(spoon:wooden),pick-up(spoon:wooden) ↔ sponge(spoon:wooden),2.8200000000000216
P02_105,127,129,sponge(spoon:wooden),pick-up(spoon:wooden),sponge(spoon:wooden) ↔ pick-up(spoon:wooden),5.299999999999983
P02_105,171,173,put-down(box),pick-up(box),put-down(box) ↔ pick-up(box),2.1000000000000227
P02_107,42,44,turn-off(machine:coffee),turn-on(machine:coffee),turn-off(machine:coffee) ↔ turn-on(machine:coffee),9.350000000000009
P02_107,45,47,stir(coffee),pick-up(mug),stir(coffee) ↔ pick-up(mug),1.5400000000000063
P02_108,17,19,pick-up(biscuit),put-in(biscuit),pick-up(biscuit) ↔ put-in(biscuit),5.899999999999999
P02_108,18,20,put-in(biscuit),pick-up(biscuit),put-in(biscuit) ↔ pick-up(biscuit),3.940000000000005
P02_108,19,21,pick-up(biscuit),put-in(biscuit),pick-up(biscuit) ↔ put-in(biscuit),4.050000000000004
P02_108,20,22,put-in(biscuit),pick-up(biscuit),put-in(biscuit) ↔ pick-up(biscuit),3.519999999999996
P02_108,21,23,pick-up(biscuit),put-in(biscuit),pick-up(biscuit) ↔ put-in(biscuit),3.1099999999999994
P02_108,22,24,put-in(biscuit),pick-up(biscuit),put-in(biscuit) ↔ pick-up(biscuit),3.3999999999999986
P02_108,23,25,pick-up(biscuit),put-in(biscuit),pick-up(biscuit) ↔ put-in(biscuit),3.1099999999999994
P02_108,24,26,put-in(biscuit),pick-up(biscuit),put-in(biscuit) ↔ pick-up(biscuit),2.8300000000000054
P02_108,50,52,pour-from(flour),return-to(glass),pour-from(flour) ↔ return-to(glass),4.949999999999989
P02_108,69,71,scoop(spoon:yeast),pour-into(yeast),scoop(spoon:yeast) ↔ pour-into(yeast),5.1299999999999955
P02_108,70,72,pour-into(yeast),scoop(spoon:yeast),pour-into(yeast) ↔ scoop(spoon:yeast),3.3300000000000125
P02_108,81,83,scoop(spoon:sugar),pour-into(sugar),scoop(spoon:sugar) ↔ pour-into(sugar),3.4499999999999886
P02_108,82,84,pour-into(sugar),scoop(spoon:sugar),pour-into(sugar) ↔ scoop(spoon:sugar),2.5200000000000102
P02_108,193,195,open(drawer),close(drawer),open(drawer) ↔ close(drawer),2.7000000000000455
P02_108,355,357,press(button),squeeze(orange),press(button) ↔ squeeze(orange),4.820000000000164
P02_108,361,363,press(button),squeeze(orange),press(button) ↔ squeeze(orange),5.529999999999973
P02_108,373,375,press(button),squeeze(orange),press(button) ↔ squeeze(orange),5.7000000000000455
P02_108,379,381,press(button),squeeze(orange),press(button) ↔ squeeze(orange),6.629999999999882
P02_108,385,387,press(button),squeeze(orange),press(button) ↔ squeeze(orange),10.680000000000064
P02_109,3,5,rinse(board:chopping),sponge(board:chopping),rinse(board:chopping) ↔ sponge(board:chopping),7.16
P02_109,26,28,peel(onion),throw(peel:onion),peel(onion) ↔ throw(peel:onion),6.680000000000007
P02_109,27,29,throw(peel:onion),peel(onion),throw(peel:onion) ↔ peel(onion),4.540000000000006
P02_109,31,33,cut(end:onion),peel(onion),cut(end:onion) ↔ peel(onion),11.429999999999993
P02_109,32,34,peel(onion),cut(end:onion),peel(onion) ↔ cut(end:onion),11.61999999999999
P02_109,33,35,cut(end:onion),peel(onion),cut(end:onion) ↔ peel(onion),11.200000000000017
P02_109,34,36,peel(onion),cut(end:onion),peel(onion) ↔ cut(end:onion),10.370000000000005
P02_109,37,39,peel(onion),cut(end:onion),peel(onion) ↔ cut(end:onion),7.950000000000017
P02_109,38,40,cut(end:onion),peel(onion),cut(end:onion) ↔ peel(onion),8.099999999999994
P02_109,96,98,peel(garlic),put-down(garlic),peel(garlic) ↔ put-down(garlic),9.210000000000036
P02_109,97,99,put-down(garlic),peel(garlic),put-down(garlic) ↔ peel(garlic),16.930000000000007
P02_109,135,137,take-from(meat),distribute-in(meat),take-from(meat) ↔ distribute-in(meat),5.560000000000059
P02_109,136,138,distribute-in(meat),take-from(meat),distribute-in(meat) ↔ take-from(meat),4.42999999999995
P02_109,139,141,take(meat),distribute(meat),take(meat) ↔ distribute(meat),5.050000000000068
P02_109,140,142,distribute(meat),take(meat),distribute(meat) ↔ take(meat),5.240000000000009
P02_109,141,143,take(meat),distribute(meat),take(meat) ↔ distribute(meat),6.909999999999968
P02_109,142,144,distribute(meat),take(meat),distribute(meat) ↔ take(meat),4.889999999999986
P02_109,143,145,take(meat),distribute(meat),take(meat) ↔ distribute(meat),2.909999999999968
P02_109,144,146,distribute(meat),take(meat),distribute(meat) ↔ take(meat),3.07000000000005
P02_109,149,151,break(meat),adjust(heat),break(meat) ↔ adjust(heat),7.5
P02_109,152,154,turn-in(meat),adjust(heat),turn-in(meat) ↔ adjust(heat),62.629999999999995
P02_110,41,43,stir-in(meat),adjust(heat),stir-in(meat) ↔ adjust(heat),11.980000000000004
P02_110,42,44,adjust(heat),stir-in(meat),adjust(heat) ↔ stir-in(meat),19.400000000000006
P02_110,43,45,stir-in(meat),adjust(heat),stir-in(meat) ↔ adjust(heat),21.579999999999984
P02_111,5,7,stir-in(meat),adjust(heat),stir-in(meat) ↔ adjust(heat),11.22
P02_111,7,9,stir-in(meat),turn-off(heat),stir-in(meat) ↔ turn-off(heat),9.219999999999999
P02_112,55,57,pour-from(spice),open(jar),pour-from(spice) ↔ open(jar),1.1699999999999875
P02_112,78,80,spread-on(oil),hold(tray:first),spread-on(oil) ↔ hold(tray:first),11.909999999999997
P02_112,156,158,knead(dough),shape(ball:dough),knead(dough) ↔ shape(ball:dough),21.539999999999964
P02_112,157,159,shape(ball:dough),knead(dough),shape(ball:dough) ↔ knead(dough),3.42999999999995
P02_112,218,220,pick-up(meat),place(meat),pick-up(meat) ↔ place(meat),6.579999999999927
P02_112,221,223,place-on(meat),get(meat),place-on(meat) ↔ get(meat),3.419999999999959
P02_112,223,225,place-on(meat),pick-from(meat),place-on(meat) ↔ pick-from(meat),2.3600000000000136
P02_112,228,230,get(meat),place-on(meat),get(meat) ↔ place-on(meat),3.0399999999999636
P02_112,229,231,place-on(meat),get(meat),place-on(meat) ↔ get(meat),6.149999999999977
P02_112,230,232,get(meat),place-on(meat),get(meat) ↔ place-on(meat),8.280000000000086
P02_112,231,233,place-on(meat),get(meat),place-on(meat) ↔ get(meat),5.089999999999918
P02_112,232,234,get(meat),place-on(meat),get(meat) ↔ place-on(meat),3.42999999999995
P02_112,233,235,place-on(meat),get(meat),place-on(meat) ↔ get(meat),4.730000000000018
P02_112,234,236,get(meat),place-on(meat),get(meat) ↔ place-on(meat),5.039999999999964
P02_112,235,237,place-on(meat),get(meat),place-on(meat) ↔ get(meat),7.1200000000000045
P02_112,236,238,get(meat),place-on(meat),get(meat) ↔ place-on(meat),6.970000000000027
P02_112,237,239,place-on(meat),get(meat),place-on(meat) ↔ get(meat),4.360000000000014
P02_112,238,240,get(meat),place-on(meat),get(meat) ↔ place-on(meat),5.019999999999982
P02_112,239,241,place-on(meat),get(meat),place-on(meat) ↔ get(meat),5.080000000000041
P02_112,240,242,get(meat),place-on(meat),get(meat) ↔ place-on(meat),5.600000000000023
P02_112,241,243,place-on(meat),get(meat),place-on(meat) ↔ get(meat),4.819999999999936
P02_112,242,244,get(meat),place-on(meat),get(meat) ↔ place-on(meat),3.3600000000000136
P02_112,243,245,place-on(meat),get(meat),place-on(meat) ↔ get(meat),3.769999999999982
P02_112,244,246,get(meat),place-on(meat),get(meat) ↔ place-on(meat),4.970000000000027
P02_112,245,247,place-on(meat),get(meat),place-on(meat) ↔ get(meat),4.840000000000032
P02_112,246,248,get(meat),place-on(meat),get(meat) ↔ place-on(meat),1.990000000000009
P02_112,247,249,place-on(meat),get(meat),place-on(meat) ↔ get(meat),3.9600000000000364
P02_112,251,253,get(meat),place-on(meat),get(meat) ↔ place-on(meat),4.67999999999995
P02_112,252,254,place-on(meat),get(meat),place-on(meat) ↔ get(meat),4.690000000000055
P02_112,253,255,get(meat),place-on(meat),get(meat) ↔ place-on(meat),5.760000000000105
P02_112,254,256,place-on(meat),get(meat),place-on(meat) ↔ get(meat),5.189999999999941
P02_112,263,265,place-on(meat),pick-from(meat),place-on(meat) ↔ pick-from(meat),4.580000000000155
P02_112,265,267,place-on(meat),get(meat),place-on(meat) ↔ get(meat),6.0499999999999545
P02_112,266,268,get(meat),place-on(meat),get(meat) ↔ place-on(meat),4.490000000000009
P02_112,267,269,place-on(meat),get(meat),place-on(meat) ↔ get(meat),5.059999999999945
P02_112,268,270,get(meat),place-on(meat),get(meat) ↔ place-on(meat),3.2999999999999545
P02_112,269,271,place-on(meat),get(meat),place-on(meat) ↔ get(meat),5.029999999999973
P02_112,270,272,get(meat),place-on(meat),get(meat) ↔ place-on(meat),5.870000000000118
P02_112,271,273,place-on(meat),get(meat),place-on(meat) ↔ get(meat),4.539999999999964
P02_112,272,274,get(meat),place-on(meat),get(meat) ↔ place-on(meat),3.7199999999998
P02_112,273,275,place-on(meat),get(meat),place-on(meat) ↔ get(meat),4.550000000000182
P02_112,274,276,get(meat),place-on(meat),get(meat) ↔ place-on(meat),5.560000000000173
P02_112,275,277,place-on(meat),get(meat),place-on(meat) ↔ get(meat),4.189999999999827
P02_112,276,278,get(meat),place-on(meat),get(meat) ↔ place-on(meat),4.809999999999945
P02_112,277,279,place-on(meat),get(meat),place-on(meat) ↔ get(meat),5.380000000000109
P02_112,278,280,get(meat),place-on(meat),get(meat) ↔ place-on(meat),5.879999999999882
P02_112,279,281,place-on(meat),get(meat),place-on(meat) ↔ get(meat),5.889999999999873
P02_112,280,282,get(meat),place-on(meat),get(meat) ↔ place-on(meat),4.1400000000001
P02_112,281,283,place-on(meat),get(meat),place-on(meat) ↔ get(meat),3.300000000000182
P02_112,282,284,get(meat),place-on(meat),get(meat) ↔ place-on(meat),2.2999999999999545
P02_112,283,285,place-on(meat),get(meat),place-on(meat) ↔ get(meat),3.2799999999999727
P02_112,288,290,get(meat),place-on(meat),get(meat) ↔ place-on(meat),5.369999999999891
P02_112,289,291,place-on(meat),get(meat),place-on(meat) ↔ get(meat),5.480000000000018
P02_112,303,305,get(meat),place-on(meat),get(meat) ↔ place-on(meat),5.339999999999918
P02_112,304,306,place-on(meat),get(meat),place-on(meat) ↔ get(meat),5.029999999999973
P02_112,307,309,place-on(meat),get(meat),place-on(meat) ↔ get(meat),5.849999999999909
P02_112,308,310,get(meat),place-on(meat),get(meat) ↔ place-on(meat),4.8400000000001455
P02_112,309,311,place-on(meat),get(meat),place-on(meat) ↔ get(meat),4.269999999999982
P02_112,310,312,get(meat),place-on(meat),get(meat) ↔ place-on(meat),5.599999999999909
P02_112,311,313,place-on(meat),get(meat),place-on(meat) ↔ get(meat),5.120000000000118
P02_112,312,314,get(meat),place-on(meat),get(meat) ↔ place-on(meat),6.460000000000036
P02_113,99,101,put-in(spoon),pick-up(spoon:wooden),put-in(spoon) ↔ pick-up(spoon:wooden),2.0
P02_113,143,145,sponge(spoon),pick-up(spoon),sponge(spoon) ↔ pick-up(spoon),3.9700000000000273
P02_113,151,153,rinse(spoon),put-down(spoon),rinse(spoon) ↔ put-down(spoon),1.580000000000041
P02_114,4,6,slide(tray),turn(tray),slide(tray) ↔ turn(tray),5.48
P02_114,7,9,slide(tray),turn(tray),slide(tray) ↔ turn(tray),6.479999999999999
P02_115,5,7,slide(tray),put-on(tray),slide(tray) ↔ put-on(tray),5.460000000000001
P02_115,22,24,pick-up(pie),put-on(pie),pick-up(pie) ↔ put-on(pie),5.240000000000002
P02_115,23,25,put-on(pie),pick-up(pie),put-on(pie) ↔ pick-up(pie),4.989999999999995
P02_115,28,30,pick-up(pie),put-on(pie),pick-up(pie) ↔ put-on(pie),2.559999999999988
P02_115,29,31,put-on(pie),pick-up(pie),put-on(pie) ↔ pick-up(pie),5.650000000000006
P02_115,30,32,pick-up(pie),put-on(pie),pick-up(pie) ↔ put-on(pie),5.140000000000001
P02_115,31,33,put-on(pie),pick-up(pie),put-on(pie) ↔ pick-up(pie),3.9199999999999875
P02_116,3,5,put-in(pie),pick-up(pie),put-in(pie) ↔ pick-up(pie),3.41
P02_116,4,6,pick-up(pie),put-in(pie),pick-up(pie) ↔ put-in(pie),3.8900000000000006
P02_116,5,7,put-in(pie),pick-up(pie),put-in(pie) ↔ pick-up(pie),3.469999999999999
P02_116,6,8,pick-up(pie),put-in(pie),pick-up(pie) ↔ put-in(pie),3.290000000000001
P02_116,7,9,put-in(pie),pick-up(pie),put-in(pie) ↔ pick-up(pie),3.2300000000000004
P02_116,8,10,pick-up(pie),put-in(pie),pick-up(pie) ↔ put-in(pie),5.34
P02_116,9,11,put-in(pie),pick-up(pie),put-in(pie) ↔ pick-up(pie),6.120000000000001
P02_116,10,12,pick-up(pie),put-in(pie),pick-up(pie) ↔ put-in(pie),5.559999999999999
P02_116,11,13,put-in(pie),pick-up(pie),put-in(pie) ↔ pick-up(pie),4.309999999999999
P02_116,12,14,pick-up(pie),put-in(pie),pick-up(pie) ↔ put-in(pie),2.240000000000002
P02_116,13,15,put-in(pie),pick-up(pie),put-in(pie) ↔ pick-up(pie),3.5299999999999976
P02_116,14,16,pick-up(pie),put-in(pie),pick-up(pie) ↔ put-in(pie),3.620000000000001
P02_116,15,17,put-in(pie),pick-up(pie),put-in(pie) ↔ pick-up(pie),4.960000000000001
P02_116,16,18,pick-up(pie),put-in(pie),pick-up(pie) ↔ put-in(pie),6.729999999999997
P02_116,17,19,put-in(pie),pick-up(pie),put-in(pie) ↔ pick-up(pie),5.190000000000005
P02_116,18,20,pick-up(pie),put-in(pie),pick-up(pie) ↔ put-in(pie),5.079999999999998
P02_116,19,21,put-in(pie),pick-up(pie),put-in(pie) ↔ pick-up(pie),5.199999999999996
P02_116,25,27,pick-up(tray),put-in(tray),pick-up(tray) ↔ put-in(tray),2.4000000000000057
P02_116,26,28,put-in(tray),pick-up(tray),put-in(tray) ↔ pick-up(tray),2.269999999999996
P02_116,27,29,pick-up(tray),put-in(tray),pick-up(tray) ↔ put-in(tray),2.6799999999999997
P02_116,28,30,put-in(tray),pick-up(tray),put-in(tray) ↔ pick-up(tray),3.3200000000000074
P02_118,237,239,pick-up(infuser:tea),put-down(infuser:tea),pick-up(infuser:tea) ↔ put-down(infuser:tea),2.6299999999999955
P02_118,245,247,turn-on(tap),fill-into(water),turn-on(tap) ↔ fill-into(water),1.3999999999999773
P02_11,3,5,hold(pan),mix(meat),hold(pan) ↔ mix(meat),1.9800000000000004
