pattern,count,routine_name
"('pick-up(mat:place)', 'close(drawer)', 'put-down(mat:place)')",6,object_transfer
"('clean(table)', 'spray(detergent)', 'clean(table)')",6,cleaning
"('pick-up(plate)', 'put-down(plate)', 'turn-on(tap)')",6,object_transfer
"('stir(meat)', 'press-on(spatula)', 'press-on(spatula)')",6,stirring
"('chop(squash)', 'chop(squash)', 'chop(squash)')",6,chopping
"('put-into(meat)', 'put-into(meat)', 'put-into(meat)')",6,object_transfer
"('dice(courgette)', 'pick-up(dice:courgette)', 'put-into(dice:courgette)')",6,cutting
"('open(drawer)', 'pick-up(board:cutting)', 'put-down(board:cutting)')",6,cutting
"('pick-up(sponge)', 'rinse(sponge)', 'put-down(sponge)')",6,washing
"('open(drawer)', 'open(drawer)', 'close(drawer)')",6,container_usage
"('chop(mushroom)', 'take(mushroom)', 'chop(mushroom)')",6,chopping
"('roll(dough)', 'roll(dough)', 'roll(dough)')",6,folding_shaping
"('rinse(plate)', 'turn-off(tap)', 'put-down(plate)')",6,washing
"('shred(thigh:chicken)', 'shred(thigh:chicken)', 'shred(thigh:chicken)')",6,separating
"('open(salt)', 'pour(salt)', 'close(salt)')",5,pouring
"('take(plate)', 'close(cupboard)', 'put-down(plate)')",5,object_transfer
"('pick-up(dice:courgette)', 'put-into(dice:courgette)', 'move(slice:courgette)')",5,cutting
"('pick-up(sponge)', 'scrub(spoon)', 'rinse(spoon)')",5,washing
"('wash(surface:hob)', 'wash(surface:hob)', 'wash(surface:hob)')",5,washing
"('pick-up(meat)', 'put-down(meat)', 'wrap(meat)')",5,object_transfer
"('put-down(meat)', 'wrap(meat)', 'move(meat)')",5,object_transfer
"('cut(film:cling)', 'pick-up(meat)', 'put-down(meat)')",5,cutting
"('pick-up(tissue)', 'dry(hand)', 'put-down(napkin)')",5,drying
"('stir(mushroom)', 'adjust(hob)', 'stir(mushroom)')",5,stirring
"('adjust(hob)', 'stir(mushroom)', 'put-down(spoon)')",5,stirring
"('pour(mushroom)', 'pour(mushroom)', 'pour(mushroom)')",5,pouring
"('turn-on(tap)', 'rinse(colander)', 'turn-off(tap)')",5,washing
"('pick-up(spatula)', 'lather(spatula)', 'put-down(spatula)')",5,object_transfer
"('mix(vegetable)', 'mix(vegetable)', 'mix(vegetable)')",5,other
"('cut(tomato:cherry)', 'put-in(tomato:cherry)', 'cut(tomato:cherry)')",5,cutting
"('put-in(tomato:cherry)', 'cut(tomato:cherry)', 'put-in(tomato:cherry)')",5,cutting
"('stir(vegetable)', 'put(glove:oven)', 'put(spatula)')",5,stirring
"('pick-up(piece:pitta)', 'dip(piece:pitta)', 'eat(piece:pitta)')",5,object_transfer
"('rinse(cloth)', 'clean(sink)', 'turn-off(tap)')",5,washing
"('turn-off(tap)', 'dry(hand)', 'put-down(cloth)')",5,drying
"('close(can:trash)', 'turn-on(tap)', 'rinse(hand)')",5,washing
"('rinse(plate)', 'turn-off(tap)', 'lather(plate)')",5,washing
"('pick-up(pan)', 'put-down(pan)', 'turn-on(tap)')",5,object_transfer
"('put-down(powder)', 'pick-up(powder)', 'put-down(powder)')",5,object_transfer
"('put-down(glass)', 'pick-up(bowl)', 'put-down(bowl)')",5,object_transfer
"('pick-up(spoon)', 'rinse(spoon)', 'put-down(spoon)')",5,washing
"('pick-up(sponge)', 'rinse(sponge)', 'rinse(hand)')",5,washing
"('pick-up(sponge)', 'rinse(sponge)', 'lather(sponge)')",5,washing
"('pick-up(spoon)', 'turn-on(tap)', 'wash(spoon)')",5,washing
"('wash(knife)', 'put-down(knife)', 'pick-up(knife)')",5,washing
"('put-down(knife)', 'pick-up(knife)', 'wash(knife)')",5,washing
"('pour-from(soup)', 'scoop-up(soup)', 'pour-from(soup)')",5,pouring
"('pick-up(bowl)', 'turn-on(tap)', 'rinse(bowl)')",5,washing
"('flip(meat)', 'stir(meat)', 'press-on(spatula)')",5,stirring
"('flip(meat)', 'press-on(spatula)', 'press-on(spatula)')",5,flipping
"('pick-up(bowl)', 'put-down(bowl)', 'put-down(bowl)')",5,object_transfer
"('pour(packaging)', 'pour(packaging)', 'pour(packaging)')",5,pouring
"('pick-up(cloth)', 'rinse(cloth)', 'clean(sink)')",5,washing
"('move(tomato)', 'cut(tomato)', 'move(tomato)')",5,cutting
"('pour(oil)', 'close(bottle:oil)', 'put-down(oil)')",5,pouring
"('turn-off(tap)', 'lather(plate)', 'put-down(plate)')",5,object_transfer
"('rinse(glass)', 'put-down(glass)', 'turn-off(tap)')",5,washing
"('chop(tomato:sun:dried)', 'chop(tomato:sun:dried)', 'chop(tomato:sun:dried)')",5,chopping
"('rinse(sponge)', 'rinse(hand)', 'put-down(sponge)')",5,washing
"('pick-up(slice:potato)', 'put-down(slice:potato)', 'put-down(slice:potato)')",5,cutting
"('crack(egg)', 'put-down(eggshell)', 'pick-up(egg)')",5,object_transfer
"('put-down(eggshell)', 'pick-up(egg)', 'tap(egg)')",5,operation
"('pick-up(plate)', 'turn-on(tap)', 'rinse(plate)')",5,washing
"('put-down(brush:pastry)', 'pick-up(chopstick)', 'put-on(chopstick)')",5,chopping
"('pick-up(chopstick)', 'put-on(chopstick)', 'fold-over(dough)')",5,chopping
"('flip-over(piece:tofu)', 'move(piece:tofu)', 'flip-over(piece:tofu)')",5,flipping
"('pick-up(bun:bao)', 'put-in(bun:bao)', 'pick-up(bun:bao)')",5,object_transfer
"('open(cupboard)', 'open(cupboard)', 'close(cupboard)')",5,container_usage
"('pop-out(cube:ice)', 'pick-up(cube:ice)', 'put-into(cube:ice)')",5,object_transfer
"('chop(potato:sweet)', 'put-in(potato:sweet)', 'chop(potato:sweet)')",5,chopping
"('put-in(potato:sweet)', 'chop(potato:sweet)', 'put-in(potato:sweet)')",5,chopping
"('mix(dough)', 'pour-into(water)', 'mix(dough)')",5,pouring
"('turn-on(tap)', 'rinse(board:cutting)', 'turn-off(tap)')",5,washing
"('clean(hob)', 'clean(hob)', 'turn-on(tap)')",5,cleaning
"('shake(pot)', 'shake(pot)', 'shake(pot)')",5,drying
"('pick-up(cap:burner)', 'put-down(cap:burner)', 'pick-up(cap:burner)')",5,object_transfer
"('turn-on(tap)', 'rinse(hand)', 'pick-up(sponge)')",5,washing
"('pick-up(cap:burner)', 'rinse(cap:burner)', 'put-down(cap:burner)')",5,washing
"('put-down(container)', 'pick-up(container)', 'put-down(container)')",5,object_transfer
"('close(cupboard)', 'pick-up(cloth)', 'dry(hand)')",5,drying
"('rinse(bowl)', 'put-down(bowl)', 'pick-up(bowl)')",5,washing
"('open(drawer)', 'put-down(towel:tea)', 'close(drawer)')",5,container_usage
"('open(bag)', 'throw(residue:food)', 'close(bag)')",5,container_usage
"('pour(salt)', 'pick-up(salt)', 'pour(salt)')",5,pouring
"('put-down(spoon)', 'pick-up(lid)', 'put-down(lid)')",5,object_transfer
"('pick-up(glass)', 'put-down(glass)', 'close(cupboard)')",5,object_transfer
"('pour(chickpea)', 'pick-up(chickpea)', 'pour(chickpea)')",5,pouring
"('rinse(cutlery)', 'put-down(cutlery)', 'rinse(cutlery)')",5,washing
"('pick-up(knife)', 'dry(knife)', 'put-down(knife)')",5,drying
"('pick-up(plate)', 'pick-up(sponge)', 'sponge(plate)')",5,object_transfer
"('sponge(mug)', 'put-down(sponge)', 'turn-on(tap)')",5,object_transfer
"('put-down(sponge)', 'turn-on(tap)', 'rinse(mug)')",5,washing
"('pick-up(glass)', 'turn-on(tap)', 'fill-with(glass)')",5,object_transfer
"('turn-on(tap)', 'fill-with(glass)', 'turn-off(tap)')",5,other
"('open(cupboard)', 'pick-up(glass)', 'put-down(glass)')",5,object_transfer
"('turn-on(tap)', 'rinse(fork)', 'turn-off(tap)')",5,washing
"('rinse(plate)', 'turn-off(tap)', 'put-in(plate)')",5,washing
"('turn-on(tap)', 'fill(glass)', 'turn-off(tap)')",5,other
"('cut-in(tomato:cherry)', 'cut-in(tomato:cherry)', 'cut-in(tomato:cherry)')",5,cutting
"('close(bottle)', 'shake(bottle)', 'open(bottle)')",5,drying
"('close(bottle)', 'open(fridge)', 'put-in(bottle)')",5,container_usage
"('pick-up(fork)', 'wash(fork)', 'put-in(fork)')",5,washing
"('wash(plate)', 'put-in(plate)', 'pick-up(plate)')",5,washing
"('flip(patty:tuna)', 'flip(patty:tuna)', 'flip(patty:tuna)')",5,flipping
"('pick-up(omelette)', 'put-on(tray:baking)', 'pick-up(omelette)')",5,object_transfer
"('turn-off(tap)', 'pour-into(water)', 'turn-on(tap)')",5,pouring
"('put(plate)', 'take(spoon)', 'mix(curry)')",5,object_transfer
"('take(bowl)', 'put(bowl)', 'take(bowl)')",5,object_transfer
"('put(bottle)', 'take(bottle)', 'put(bottle)')",5,object_transfer
"('clean(sink)', 'rinse(sponge)', 'clean(sink)')",5,washing
"('wash(knife)', 'rinse(knife)', 'put-down(knife)')",5,washing
"('wash(hand)', 'pick-up(paper)', 'tear(paper)')",5,washing
"('flip(aubergine)', 'pick-up(aubergine)', 'put-down(aubergine)')",5,flipping
"('put-down(aubergine)', 'pick-up(salt)', 'pour(salt)')",5,pouring
"('put-down(fork)', 'take(fork)', 'rinse(fork)')",5,washing
"('flip(aubergine)', 'put-down(fork)', 'wash(hand)')",5,washing
"('open(oven)', 'pick-up(tray:baking)', 'put-down(tray:baking)')",5,object_transfer
"('pick-up(tray:baking)', 'put-down(tray:baking)', 'close(oven)')",5,object_transfer
"('open(fridge)', 'pick-up(cheese)', 'close(fridge)')",5,container_usage
"('turn-on(tap)', 'rinse(lid)', 'turn-off(tap)')",5,washing
"('sponge(plate)', 'turn-on(tap)', 'rinse(plate)')",5,washing
"('turn-on(tap)', 'rinse(spoon:wooden)', 'turn-off(tap)')",5,washing
"('sponge(spoon)', 'put-down(sponge)', 'turn-on(tap)')",5,object_transfer
"('rinse(spoon)', 'turn-off(tap)', 'put-down(spoon)')",5,washing
"('put-down(sponge)', 'turn-on(tap)', 'rinse(glass)')",5,washing
"('put-down(sponge)', 'turn-on(tap)', 'rinse(knife)')",5,washing
"('press(button)', 'squeeze(orange)', 'press(button)')",5,folding_shaping
"('squeeze(orange)', 'press(button)', 'throw(peel:orange)')",5,peeling
"('place-on(meat)', 'place-on(meat)', 'get(meat)')",5,object_transfer
"('put-on(nut:pine)', 'put-on(nut:pine)', 'pick-up(bag:pine:nut)')",5,object_transfer
"('rinse(pan)', 'turn-off(tap)', 'put-down(pan)')",5,washing
"('rinse(board:chopping)', 'turn-off(tap)', 'put-down(board:chopping)')",5,washing
"('pick-up(mug)', 'turn-on(tap)', 'fill-with(mug)')",5,object_transfer
"('take(thigh:chicken)', 'rinse(thigh:chicken)', 'put-in(thigh:chicken)')",5,washing
"('smash(garlic)', 'peel(skin:garlic)', 'discard(skin:garlic)')",5,peeling
"('turn-on(tap)', 'rinse(plate)', 'put-down(plate)')",5,washing
"('stir(food)', 'stir(food)', 'take(spoon)')",5,stirring
"('stir(food)', 'take(spoon)', 'spoon(rice)')",5,stirring
"('wash(glass)', 'turn-on(tap)', 'rinse(glass)')",5,washing
"('wash(plate)', 'put(sponge)', 'turn-on(tap)')",5,washing
"('rinse(pan)', 'rinse(pan)', 'turn-off(tap)')",5,washing
"('turn-on(tap)', 'rinse(strainer)', 'turn-off(tap)')",5,washing
"('pick-up(tomato)', 'put(tomato)', 'pick-up(tomato)')",5,object_transfer
"('turn-on(tap)', 'wash(hand)', 'wash(hand)')",5,washing
"('open(drawer)', 'pick-up(spoon:wooden)', 'close(drawer)')",5,container_usage
"('rinse(plate)', 'pick-up(sponge)', 'lather(plate)')",5,washing
"('pick-up(liquid:washing:up)', 'pour(liquid:washing:up)', 'put-down(detergent)')",5,washing
"('put-down(pancake:crispy)', 'pick-up(pancake:crispy)', 'put-down(pancake:crispy)')",5,object_transfer
"('put-down(glass)', 'put-down(glass)', 'put-down(glass)')",5,object_transfer
"('pick-up(pasta)', 'put-down(pasta)', 'put-down(plate)')",5,object_transfer
"('rinse(fork)', 'put-down(fork)', 'take(fork)')",5,washing
"('open(fridge)', 'put-down(bottle)', 'close(fridge)')",5,container_usage
"('put-into(dice:courgette)', 'move(slice:courgette)', 'dice(courgette)')",5,cutting
"('move(slice:courgette)', 'dice(courgette)', 'pick-up(dice:courgette)')",5,cutting
"('pick-up(leaf:pak:choi)', 'wash(leaf:pak:choi)', 'put-into(leaf:pak:choi)')",5,washing
"('put-down(cloth)', 'pick-up(spatula)', 'stir(food)')",5,stirring
"('take(spatula)', 'stir(vegetable)', 'stir(vegetable)')",5,stirring
"('put-in(carrot)', 'put-in(carrot)', 'cut(carrot)')",5,cutting
"('cut-into(carrot)', 'take(carrot)', 'put-in(carrot)')",5,cutting
"('take(thigh:chicken)', 'debone(thigh:chicken)', 'debone(thigh:chicken)')",5,separating
"('take(spoon)', 'wash(spoon)', 'put-down(spoon)')",5,washing
"('debone(thigh:chicken)', 'debone(thigh:chicken)', 'put-down(bone:chicken)')",5,separating
"('open(drawer)', 'take(fork)', 'close(drawer)')",5,container_usage
